,Collection,PatientID,PatientName,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount,SeriesInstanceUID,Modality,SeriesDescription,SeriesNumber,Manufacturer,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount,SeriesDate
2164,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610720.41,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,25.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2165,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610730.43,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,26.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2166,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610770.51,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,27.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2167,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610770.52,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,28.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2168,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610770.53,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,29.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2169,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610770.54,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,30.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2170,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610770.55,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,31.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2171,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610853.57,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,32.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2172,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610893.65,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,33.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2173,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610893.66,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,34.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2174,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610893.67,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,35.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2175,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610893.68,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,36.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2176,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610893.69,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,37.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2177,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610901.71,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,38.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2178,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610940.79,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,39.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2179,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610940.80,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,40.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2180,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610940.81,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,41.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2181,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610940.82,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,42.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2182,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610940.83,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,43.000000,Philips,Mx8000 IDT 16,3.2.0,1,197,
2183,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610948.85,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,44.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2184,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610987.93,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,45.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2185,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610987.94,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,46.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2186,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610987.95,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,47.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2187,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610987.96,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,48.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2188,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210610987.97,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,49.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2189,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611591.122,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,50.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2190,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611638.130,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,51.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2191,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611638.131,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,52.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2192,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611656.136,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,53.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2193,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611714.150,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,54.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2194,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611772.164,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,55.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2195,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611824.172,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,56.000000,Philips,Mx8000 IDT 16,3.2.0,1,386,
2196,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611824.173,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,57.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2197,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611824.174,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,58.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2198,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611824.175,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,59.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2199,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3920.1210611824.176,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,60.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2200,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3052.1210625304.1,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,1.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2201,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3052.1210625304.5,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,2.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2202,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3052.1210625304.6,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,3.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2203,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.4804.1210625810.1,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,4.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2204,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.4804.1210625810.7,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,5.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2205,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.4804.1210625810.8,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,6.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2206,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.4804.1210625810.9,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,7.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2207,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.4804.1210625810.10,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,8.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2208,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.1392.1210626279.1,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,9.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2209,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.1392.1210626280.7,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,10.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2210,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.1392.1210626280.8,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,11.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2211,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.1392.1210626280.9,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,12.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2212,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.1392.1210626280.10,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,13.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2213,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893728.5,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,90.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2214,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893794.13,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,91.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2215,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893794.14,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,92.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2216,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893794.15,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,93.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2217,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893794.16,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,94.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2218,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213893794.17,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,95.000000,Philips,Mx8000 IDT 16,3.2.0,1,197,
2219,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894950.28,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,96.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2220,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894991.36,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,97.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2221,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894991.37,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,98.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2222,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894991.38,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,99.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2223,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894991.39,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,100.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2224,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213894991.40,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,101.000000,Philips,Mx8000 IDT 16,3.2.0,1,197,
2225,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896199.42,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,102.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2226,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896238.50,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,103.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2227,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896238.51,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,104.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2228,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896238.52,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,105.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2229,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896238.53,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,106.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2230,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896238.54,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,107.000000,Philips,Mx8000 IDT 16,3.2.0,1,197,
2231,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896657.56,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,108.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
2232,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896701.64,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-C,109.000000,Philips,Mx8000 IDT 16,3.2.0,1,427,
2233,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896701.65,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,110.000000,Philips,Mx8000 IDT 16,3.2.0,1,198,
2234,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896701.66,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-B,111.000000,Philips,Mx8000 IDT 16,3.2.0,1,745,
2235,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896701.67,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B,112.000000,Philips,Mx8000 IDT 16,3.2.0,1,425,
2236,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213896701.68,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,113.000000,Philips,Mx8000 IDT 16,3.2.0,1,197,
2237,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60,1.2.840.113704.1.111.3828.1213897232.124,CT,SliceTh-0.8_SliceInc-0.4_ReconFilter-C,114.000000,Philips,Mx8000 IDT 16,3.2.0,1,749,
